System,Issue URL,Symptom Stage,Root Cause Stage,Root Cause Category,Stage Gap,Fix Cost
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/3024,S3: Retrieval,S3: Retrieval,RC-B: User Misconfigurations,0,898.76 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2997,S3: Retrieval,S1: Indexing,RC-A: Configuration Bugs,2,846.19 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2948,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,1.02 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2794,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,5.32 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2765,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,1254.27 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2749,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,65.18 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2739,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,4.06 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2720,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,64.93 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2575,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,27.74 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2552,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,0.21 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2545,S3: Retrieval,S2: Query Transformation,RC-A: Configuration Bugs,1,2.24 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2506,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,0.73 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2463,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,1825.8 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2402,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,40.99 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2362,S3: Retrieval,S2: Query Transformation,RC-A: Configuration Bugs,1,222.37 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2359,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,16.25 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2270,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,16.76 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2231,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,121.01 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2198,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,20.53 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2085,S0: Initialization,S1: Indexing,RC-A: Configuration Bugs,1,27.56 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/2053,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,1175.93 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1968,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,0 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1958,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,20.12 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1861,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,4.23 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1848,S0: Initialization,S5: Generation,RC-A: Configuration Bugs,5,0.98 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1835,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,11.02 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1800,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,16.88 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1769,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,2877.57 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1726,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,60.52 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1704,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,91.17 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1627,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,23.21 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1522,S0: Initialization,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,4,16.03 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1475,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,5550.19 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1472,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,16.26 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1436,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,3394.71 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1407,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,414.73 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1403,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,3435.25 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1402,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,190.98 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1395,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,60.64 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1340,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,20.45 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1288,S0: Initialization,S1: Indexing,RC-A: Configuration Bugs,1,3.54 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1250,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,3746.7 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1210,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,699.31 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/1159,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,138.67 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/995,S0: Initialization,S1: Indexing,RC-B: User Misconfigurations,1,16.33 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/994,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,17.78 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/991,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,27.92 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/980,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,14.26 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/963,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,24.62 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/922,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,46.45 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/834,S3: Retrieval,S1: Indexing,RC-A: Configuration Bugs,2,21.37 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/651,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,1.76 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/509,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,0.5 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/502,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,0.72 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/477,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,4.57 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/436,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,13.59 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/423,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,0.76 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/265,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,8.75 hours
infiniflow_ragflow,https://github.com/infiniflow/ragflow/issues/209,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,0.49 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4906,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,12.08 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4879,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,97.09 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4846,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-B: User Misconfigurations,0,673.73 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4840,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,24.27 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4829,S5: Generation,S2: Query Transformation,RC-A: Configuration Bugs,3,629.06 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4770,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,1.19 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4738,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,125.19 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4653,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,31.9 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4481,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,207.51 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4255,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,531.31 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4034,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,189.83 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/4023,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,75.24 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/3835,S5: Generation,S1: Indexing,RC-B: User Misconfigurations,4,466.73 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/3793,S3: Retrieval,S1: Indexing,RC-B: User Misconfigurations,2,76.72 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/3791,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,245.12 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/3705,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,45.18 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/3695,S3: Retrieval,S0: Initialization,RC-A: Configuration Bugs,3,26.34 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/3694,S0: Initialization,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,4,26.64 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/3474,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,89.49 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/3017,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,354.43 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2942,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,0.95 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2929,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,222.33 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2918,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,6.51 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2899,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,54.03 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2895,S3: Retrieval,S1: Indexing,RC-A: Configuration Bugs,2,251.5 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2780,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,45.63 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2770,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,91.45 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2662,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,42.32 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2519,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,0.81 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2416,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,1418.81 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2289,S5: Generation,S0: Initialization,RC-B: User Misconfigurations,5,2.08 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/2105,S5: Generation,S0: Initialization,RC-B: User Misconfigurations,5,20.98 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1933,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,73.76 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1823,S2: Query Transformation,S2: Query Transformation,RC-A: Configuration Bugs,0,1456.38 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1811,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,246.54 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1772,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,97.35 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1719,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,53.99 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1704,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,179.26 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1700,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,17.93 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1668,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,432.0 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1641,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,6.32 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1628,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,32.72 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1616,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,25.31 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1600,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,3.25 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1596,S2: Query Transformation,S2: Query Transformation,RC-A: Configuration Bugs,0,24.14 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1571,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,16.65 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1560,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,109.0 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1532,S2: Query Transformation,S2: Query Transformation,RC-A: Configuration Bugs,0,23.25 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1514,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,276.56 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1462,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,2.35 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1460,S2: Query Transformation,S0: Initialization,RC-B: User Misconfigurations,2,3.09 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1449,S2: Query Transformation,S2: Query Transformation,RC-A: Configuration Bugs,0,725.04 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1335,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,9.05 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1271,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-B: User Misconfigurations,0,51.6 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1253,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,156.81 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1188,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,162.47 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1156,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,689.77 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1085,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-B: User Misconfigurations,0,150.16 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1038,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,21.53 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/1032,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,68.14 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/961,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,384.23 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/937,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,2313.04 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/882,S2: Query Transformation,S2: Query Transformation,RC-B: User Misconfigurations,0,8.15 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/829,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-B: User Misconfigurations,0,72.1 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/776,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,247.65 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/760,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,284.62 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/691,S3: Retrieval,S2: Query Transformation,RC-B: User Misconfigurations,1,0.3 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/652,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,159.22 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/647,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,2203.03 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/637,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,81.35 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/614,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,387.78 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/586,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,239.29 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/515,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,20.17 hours
labring_FastGPT,https://github.com/labring/FastGPT/issues/338,S2: Query Transformation,S0: Initialization,RC-A: Configuration Bugs,2,102.44 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1604,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,4.35 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1596,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,16.21 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1591,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,5.72 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1563,S5: Generation,S0: Initialization,RC-A: Configuration Bugs,5,247.26 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1422,S5: Generation,S2: Query Transformation,RC-A: Configuration Bugs,3,445.35 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1392,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,19.5 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1367,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,2.93 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1270,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,16.71 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1247,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,151.36 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1233,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,29.88 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1161,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,0.28 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1138,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,109.13 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/1011,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,305.05 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/986,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,20.3 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/822,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,15.15 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/755,S0: Initialization,S5: Generation,RC-B: User Misconfigurations,5,32.71 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/745,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,38.51 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/739,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,500.3 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/705,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,11.69 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/670,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,37.8 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/640,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,3477.56 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/609,S5: Generation,S0: Initialization,RC-A: Configuration Bugs,5,0 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/475,S5: Generation,S1: Indexing,RC-A: Configuration Bugs,4,1541.34 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/461,S5: Generation,S0: Initialization,RC-A: Configuration Bugs,5,1662.04 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/360,S5: Generation,S0: Initialization,RC-A: Configuration Bugs,5,3618.61 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/340,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,64.8 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/335,S1: Indexing,S1: Indexing,RC-B: User Misconfigurations,0,45.32 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/256,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,2.56 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/144,S5: Generation,S3: Retrieval,RC-B: User Misconfigurations,2,4310.06 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/129,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,23.86 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/118,S5: Generation,S0: Initialization,RC-A: Configuration Bugs,5,165.25 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/104,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,98.68 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/73,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,6.58 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/37,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,29.67 hours
logancyang_obsidian-copilot,https://github.com/logancyang/obsidian-copilot/issues/7,S5: Generation,S5: Generation,RC-B: User Misconfigurations,0,144.8 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1982,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,82.5 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1977,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,242.5 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1970,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,438.09 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1936,S4: Post-Retrieval Processing,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,0,28.61 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1876,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,633.81 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1859,S5: Generation,S0: Initialization,RC-B: User Misconfigurations,5,175.05 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1825,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,286.35 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1806,S1: Indexing,S0: Initialization,RC-B: User Misconfigurations,1,35.06 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1804,S3: Retrieval,S3: Retrieval,RC-A: Configuration Bugs,0,125.0 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1725,S5: Generation,S5: Generation,RC-A: Configuration Bugs,0,48.68 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1715,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,476.78 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1710,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,1773.81 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1673,S5: Generation,S0: Initialization,RC-A: Configuration Bugs,5,1864.9 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1657,S1: Indexing,S0: Initialization,RC-B: User Misconfigurations,1,795.56 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1642,S3: Retrieval,S1: Indexing,RC-A: Configuration Bugs,2,37.44 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1637,S0: Initialization,S0: Initialization,RC-B: User Misconfigurations,0,521.83 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1620,S1: Indexing,S0: Initialization,RC-A: Configuration Bugs,1,171.1 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1601,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,1142.98 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1557,S1: Indexing,S0: Initialization,RC-B: User Misconfigurations,1,32.55 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1538,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,370.29 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1506,S1: Indexing,S1: Indexing,RC-A: Configuration Bugs,0,970.84 hours
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/1499,S0: Initialization,S0: Initialization,RC-A: Configuration Bugs,0,134.79 hours
